date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-10-14,6.88,6.89,6.84,6.77,111345.51,-0.03,-0.44,6.87,6.769,6.802,125682.9,109947.43,144290.42,0.85
2016-10-13,6.87,6.9,6.87,6.83,98566.02,-0.01,-0.14,6.842,6.759,6.827,116820.66,111042.69,149747.59,0.75
2016-10-12,6.86,6.93,6.88,6.84,90680.52,-0.02,-0.29,6.808,6.739,6.845,112101.45,112513.19,155594.11,0.69
2016-10-11,6.95,6.95,6.9,6.85,128879.78,0.03,0.44,6.764,6.717,6.853,107297.9,118630.97,155318.7,0.99
2016-10-10,6.8,6.91,6.86,6.78,198942.69,0.18,2.69,6.712,6.687,6.861,103884.19,130793.36,155059.74,1.52
2016-09-30,6.7,6.73,6.7,6.66,67034.27,0.0,0.0,6.668,6.671,6.867,94211.96,134328.37,149719.58,0.51
2016-09-29,6.67,6.74,6.7,6.66,74970.01,0.04,0.6,6.676,6.668,6.882,105264.72,161468.16,149377.36,0.57
2016-09-28,6.67,6.7,6.66,6.62,66662.75,0.01,0.15,6.67,6.689,6.9,112924.93,168301.44,149565.11,0.51
2016-09-27,6.58,6.67,6.64,6.55,111811.22,0.02,0.3,6.67,6.715,6.916,129964.04,176687.33,149028.86,0.86
2016-09-26,6.77,6.79,6.64,6.6,150581.55,-0.08,-1.19,6.662,6.77,6.932,157702.54,181618.69,147245.07,1.15
2016-09-23,6.72,6.76,6.74,6.66,122298.06,0.07,1.05,6.674,6.835,6.951,174444.77,178633.42,143814.56,0.94
2016-09-22,6.69,6.73,6.67,6.66,113271.05,0.01,0.15,6.66,6.894,6.968,217671.59,188452.5,140689.44,0.87
2016-09-21,6.59,6.68,6.66,6.53,151858.34,0.06,0.91,6.708,6.951,6.989,223677.95,198675.03,138659.58,1.16
2016-09-20,6.69,6.69,6.6,6.51,250503.69,-0.1,-1.49,6.76,6.989,7.01,223410.61,192006.44,136484.83,1.92
2016-09-19,6.69,6.73,6.7,6.6,234292.73,0.02,0.3,6.878,7.034,7.039,205534.84,179326.12,129614.43,1.79
2016-09-14,6.85,6.91,6.67,6.6,338432.16,-0.24,-3.47,6.996,7.063,7.061,182822.06,165110.8,125735.44,2.59
2016-09-13,6.93,7.02,6.91,6.83,143302.81,-0.01,-0.14,7.128,7.096,7.084,159233.4,137286.56,116011.33,1.1
2016-09-12,7.1,7.1,6.92,6.91,150521.66,-0.27,-3.75,7.194,7.111,7.094,173672.11,130828.79,117034.27,1.15
2016-09-09,7.3,7.42,7.19,7.18,161124.83,-0.1,-1.37,7.218,7.116,7.1,160602.26,121370.39,118974.19,1.23
2016-09-08,7.34,7.37,7.29,7.22,120728.84,-0.03,-0.41,7.19,7.094,7.085,153117.41,112871.46,113855.84,0.92
2016-09-07,7.24,7.4,7.33,7.19,220488.84,0.09,1.24,7.13,7.066,7.06,147399.55,108995.71,113754.67,1.69
