date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-10-14,24.45,24.87,24.68,24.31,35460.15,0.33,1.35,24.684,24.339,23.765,43017.1,42966.13,38640.58,1.37
2016-10-13,24.59,24.59,24.35,24.13,35189.63,-0.05,-0.2,24.604,24.187,23.719,43551.12,42185.08,38755.53,1.36
2016-10-12,24.83,24.92,24.4,24.36,39860.18,-0.52,-2.09,24.622,24.063,23.707,44955.8,41791.3,39109.53,1.54
2016-10-11,24.9,25.1,24.92,24.7,43509.28,-0.15,-0.6,24.534,23.957,23.656,46346.01,40452.39,38708.04,1.69
2016-10-10,24.4,25.08,25.07,24.4,61066.24,0.79,3.25,24.332,23.775,23.59,46477.5,38220.45,39123.42,2.37
2016-09-30,24.31,24.52,24.28,24.1,38130.29,-0.16,-0.66,23.994,23.603,23.545,42915.16,34856.08,39362.13,1.48
2016-09-29,23.93,24.56,24.44,23.73,42213.02,0.48,2.0,23.77,23.5,23.527,40819.04,36707.22,38707.82,1.64
2016-09-28,23.76,24.3,23.96,23.72,46811.23,0.05,0.21,23.504,23.314,23.5,38626.79,35874.18,38279.81,1.81
2016-09-27,23.31,23.95,23.91,23.1,44166.74,0.53,2.27,23.38,23.159,23.482,34558.77,36194.34,38466.9,1.71
2016-09-26,23.1,23.85,23.38,23.01,43254.53,0.22,0.95,23.218,23.128,23.486,29963.39,35433.85,38168.21,1.68
2016-09-23,22.83,23.45,23.16,22.81,27649.67,0.05,0.22,23.212,23.19,23.506,26797.0,34315.03,38455.82,1.09
2016-09-22,23.46,23.63,23.11,23.06,31251.78,-0.23,-0.98,23.23,23.251,23.563,32595.4,35325.97,38551.22,1.23
2016-09-21,23.1,23.48,23.34,23.1,26471.15,0.24,1.04,23.124,23.35,23.616,33121.57,36427.76,38822.6,1.04
2016-09-20,23.37,23.37,23.1,23.0,21189.82,-0.25,-1.07,22.938,23.355,23.665,37829.9,36963.69,39354.47,0.83
2016-09-19,23.54,23.66,23.35,23.19,27422.6,0.1,0.43,23.038,23.405,23.757,40904.3,40026.38,40057.35,1.08
2016-09-14,22.47,23.84,23.25,22.42,56641.67,0.67,2.97,23.168,23.486,23.838,41833.06,43868.19,42273.11,2.23
2016-09-13,22.62,22.85,22.58,22.33,33882.61,0.17,0.76,23.272,23.553,23.938,38056.54,40708.43,41629.26,1.33
2016-09-12,23.2,23.2,22.41,22.4,50012.8,-1.19,-5.04,23.576,23.685,24.084,39733.95,40685.44,43754.92,1.97
2016-09-09,23.98,24.18,23.6,23.6,36561.82,-0.4,-1.67,23.772,23.804,24.248,36097.48,40739.47,46522.21,1.44
2016-09-08,23.77,24.25,24.0,23.74,32066.38,0.23,0.97,23.772,23.843,24.308,39148.47,40902.58,46730.06,1.26
2016-09-07,24.11,24.25,23.77,23.73,37759.11,-0.33,-1.37,23.804,23.822,24.339,45903.31,42596.6,47630.83,1.49
2016-09-06,23.54,24.1,24.1,23.26,42269.66,0.71,3.04,23.834,23.875,24.399,43360.31,41776.48,49118.1,1.66
2016-09-05,23.65,23.78,23.39,23.38,31830.41,-0.21,-0.89,23.794,23.882,24.464,41636.93,41217.43,50494.75,1.25
2016-09-02,24.07,24.15,23.6,23.42,51816.77,-0.56,-2.32,23.836,23.975,24.556,45381.46,41745.26,52928.62,2.04
2016-09-01,23.9,24.67,24.16,23.82,65840.62,0.24,1.0,23.914,24.109,24.621,42656.7,40088.32,55332.42,2.59
2016-08-31,23.85,24.04,23.92,23.7,25044.09,0.02,0.08,23.84,24.19,24.611,39289.89,40678.04,54044.02,0.99
2016-08-30,23.61,24.07,23.9,23.55,33652.74,0.3,1.27,23.916,24.323,24.598,40192.64,42550.1,54290.1,1.32
2016-08-29,23.96,23.99,23.6,23.42,50553.08,-0.39,-1.63,23.97,24.483,24.582,40797.94,46824.4,53845.58,1.99
2016-08-26,23.95,24.34,23.99,23.72,38192.95,0.2,0.84,24.114,24.692,24.58,38109.06,52304.96,54006.53,1.5
