date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-10-14,28.98,29.0,28.67,28.15,49552.57,-0.45,-1.54,29.45,29.467,28.535,69087.58,100438.7,75346.0,6.15
2016-10-13,29.15,29.41,29.12,28.62,62684.49,-0.43,-1.46,29.716,29.31,28.466,78197.67,98588.94,74477.02,7.78
2016-10-12,29.66,30.55,29.55,29.4,74280.82,-0.32,-1.07,29.996,29.131,28.387,90877.44,98025.52,73693.08,9.22
2016-10-11,29.81,30.08,29.87,29.21,75426.0,-0.17,-0.57,30.122,28.972,28.269,109907.47,95676.58,73102.83,9.36
2016-10-10,29.61,30.49,30.04,28.81,83494.03,0.04,0.13,29.762,28.806,28.154,114839.94,93591.74,72676.97,10.37
2016-09-30,31.0,31.0,30.0,29.6,95103.03,-0.52,-1.7,29.484,28.578,28.025,131789.82,90661.5,71373.02,11.81
2016-09-29,30.18,30.54,30.52,29.4,126083.33,0.34,1.13,28.904,28.386,27.891,118980.2,88973.12,72791.97,15.65
2016-09-28,28.6,30.68,30.18,28.15,169430.98,2.11,7.52,28.266,28.064,27.77,105173.59,79255.23,72611.87,21.03
2016-09-27,28.08,28.09,28.07,27.02,100088.35,-0.58,-2.02,27.822,27.758,27.777,81445.69,66968.61,68410.56,12.43
2016-09-26,27.8,29.81,28.65,27.75,168243.39,1.55,5.72,27.85,27.72,27.858,72343.54,63477.03,67833.51,20.89
2016-09-13,27.33,27.5,27.1,26.85,31054.94,-0.23,-0.84,27.672,27.603,27.938,49533.18,50253.29,64843.52,3.86
2016-09-12,27.01,27.5,27.33,26.5,57050.29,-0.63,-2.25,27.868,27.621,28.141,58966.04,50365.1,72612.85,7.08
2016-09-09,28.4,28.79,27.96,27.87,50791.5,-0.25,-0.89,27.862,27.643,28.32,53336.88,49360.64,78744.52,6.31
2016-09-08,27.76,28.4,28.21,27.59,54577.6,0.45,1.62,27.694,27.565,28.415,52491.52,50529.08,83111.71,6.78
