date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-10-14,28.38,28.38,28.13,27.87,62505.05,-0.1,-0.35,27.966,27.326,27.904,90275.62,72163.07,71789.46,2.42
2016-10-13,27.96,28.58,28.23,27.96,119845.87,0.53,1.91,27.68,27.299,28.034,85682.88,70406.25,72094.66,4.64
2016-10-12,27.92,28.0,27.7,27.53,55652.46,-0.22,-0.79,27.368,27.285,28.168,70014.91,64800.89,70406.21,2.16
2016-10-11,27.85,28.1,27.92,27.77,87093.64,0.07,0.25,27.168,27.326,28.314,67181.88,66688.68,71372.33,3.37
2016-10-10,26.99,28.1,27.85,26.99,126281.1,1.15,4.31,26.958,27.316,28.474,63418.68,63606.5,74914.24,4.89
2016-09-30,26.66,26.78,26.7,26.53,39541.33,0.03,0.11,26.686,27.352,28.65,54050.52,57442.19,72342.59,1.53
2016-09-29,26.76,26.88,26.67,26.66,41506.0,-0.03,-0.11,26.918,27.482,28.883,55129.63,63648.91,76747.55,1.61
2016-09-28,26.87,26.97,26.7,26.62,41487.33,-0.17,-0.63,27.202,27.605,29.137,59586.88,67747.98,80365.27,1.61
2016-09-27,26.3,26.95,26.87,26.29,68277.64,0.38,1.44,27.484,27.758,29.443,66195.47,73610.73,82622.61,2.65
2016-09-26,27.68,27.7,26.49,26.4,79440.32,-1.37,-4.92,27.674,28.068,29.733,63794.33,74094.88,86319.93,3.08
2016-09-23,28.14,28.26,27.86,27.82,44936.85,-0.23,-0.82,28.018,28.481,30.07,60833.86,71415.85,89456.07,1.74
2016-09-22,28.29,28.38,28.09,28.03,63792.26,-0.02,-0.07,28.046,28.768,30.354,72168.18,73783.07,104525.64,2.47
2016-09-21,28.04,28.49,28.11,27.99,74530.28,0.29,1.04,28.008,29.05,30.701,75909.07,76011.52,115153.32,2.89
2016-09-20,28.14,28.21,27.82,27.71,56271.93,-0.39,-1.38,28.032,29.301,30.982,81026.0,76055.98,118328.69,2.18
2016-09-19,28.12,28.36,28.21,28.11,64638.0,0.21,0.75,28.462,29.631,31.263,84395.42,86221.97,126960.28,2.5
2016-09-14,27.69,28.69,28.0,27.63,101608.44,0.1,0.36,28.944,29.948,31.511,81997.83,87242.99,131724.36,3.94
2016-09-13,28.5,28.67,27.9,27.61,82496.7,-0.33,-1.17,29.49,30.284,31.767,75397.96,89846.2,134853.94,3.2
2016-09-12,29.13,29.18,28.23,28.2,100114.93,-1.74,-5.81,30.092,30.669,32.019,76113.98,92982.57,138187.69,3.88
2016-09-09,30.52,30.72,29.97,29.96,73119.04,-0.65,-2.12,30.57,31.127,32.213,71085.97,91634.49,140301.1,2.83
2016-09-08,30.74,30.95,30.62,30.4,52650.02,-0.11,-0.36,30.8,31.398,32.334,88048.51,98544.98,144629.81,2.04
2016-09-07,31.0,31.14,30.73,30.68,68609.13,-0.18,-0.58,30.952,31.659,32.426,92488.16,107496.29,149628.53,2.66
2016-09-06,30.64,30.91,30.91,29.91,86076.77,0.29,0.95,31.078,31.939,32.499,104294.43,135268.22,153726.89,3.34
2016-09-05,31.0,31.1,30.62,30.56,74974.87,-0.5,-1.61,31.246,32.351,32.516,109851.15,154295.11,156018.03,2.91
2016-09-02,32.2,32.42,31.12,30.54,157931.77,-0.26,-0.83,31.684,32.662,32.579,112183.01,160601.4,158443.71,6.12
2016-08-24,31.42,31.55,31.38,31.2,74848.27,0.02,0.06,31.996,32.895,32.648,109041.45,167698.58,160085.98,2.9
2016-08-23,31.31,31.69,31.36,30.88,127640.46,-0.39,-1.23,32.366,33.073,32.715,122504.41,176205.73,169202.96,4.95
