date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-10-14,0.58,0.58,0.57,0.57,9082.09,0.0,0.0,0.57,0.565,0.569,9230.91,7259.76,6750.69,0.25
2016-10-13,0.57,0.58,0.57,0.57,12135.58,0.0,0.0,0.568,0.565,0.569,7995.7,7006.75,7766.64,0.34
2016-10-12,0.57,0.57,0.57,0.57,8401.0,0.0,0.0,0.566,0.565,0.57,6333.98,6273.89,7461.29,0.23
2016-10-11,0.57,0.57,0.57,0.57,6617.08,0.0,0.0,0.564,0.565,0.57,5166.85,5702.39,7254.64,0.18
2016-10-10,0.57,0.57,0.57,0.56,9918.8,0.01,1.79,0.562,0.565,0.57,4896.84,5442.72,7040.73,0.28
2016-09-30,0.56,0.56,0.56,0.56,2906.03,0.0,0.0,0.56,0.565,0.571,5288.61,4761.74,6713.74,0.08
2016-09-29,0.56,0.56,0.56,0.56,3827.0,0.0,0.0,0.562,0.566,0.572,6017.8,4769.14,6778.54,0.11
2016-09-28,0.56,0.56,0.56,0.56,2565.33,0.0,0.0,0.564,0.567,0.573,6213.8,4813.35,6710.39,0.07
2016-09-27,0.56,0.56,0.56,0.55,5267.03,0.0,0.0,0.566,0.568,0.574,6237.94,6640.53,7451.16,0.15
2016-09-26,0.57,0.57,0.56,0.56,11877.65,-0.01,-1.75,0.568,0.57,0.574,5988.6,6783.4,7411.39,0.33
2016-09-23,0.57,0.57,0.57,0.57,6552.0,0.0,0.0,0.57,0.572,0.575,4234.87,6241.63,7238.35,0.18
2016-09-22,0.58,0.58,0.57,0.57,4807.0,0.0,0.0,0.57,0.573,0.575,3520.47,8526.53,7157.75,0.13
2016-09-21,0.57,0.57,0.57,0.57,2686.0,0.0,0.0,0.57,0.574,0.575,3412.9,8648.68,7032.85,0.07
2016-09-20,0.57,0.57,0.57,0.57,4020.34,0.0,0.0,0.57,0.574,0.575,7043.12,8806.88,7130.3,0.11
2016-09-19,0.57,0.58,0.57,0.57,3109.0,0.0,0.0,0.572,0.575,0.575,7578.19,8638.75,7280.33,0.09
2016-09-14,0.57,0.57,0.57,0.57,2980.0,0.0,0.0,0.574,0.576,0.576,8248.39,8665.75,7572.58,0.08
2016-09-13,0.57,0.57,0.57,0.57,4269.18,0.0,0.0,0.576,0.577,0.576,13532.59,8787.95,7736.43,0.12
2016-09-12,0.58,0.58,0.57,0.57,20837.09,-0.01,-1.72,0.578,0.578,0.577,13884.46,8607.43,8472.47,0.58
2016-09-09,0.58,0.58,0.58,0.58,6695.7,0.0,0.0,0.578,0.579,0.577,10570.64,8261.79,8135.77,0.19
2016-09-08,0.58,0.58,0.58,0.58,6460.0,0.0,0.0,0.578,0.578,0.576,9699.3,8039.39,8055.03,0.18
2016-09-07,0.58,0.59,0.58,0.58,29401.0,0.0,0.0,0.578,0.577,0.575,9083.1,8235.06,7943.58,0.82
2016-09-06,0.57,0.58,0.58,0.57,6028.5,0.01,1.75,0.578,0.576,0.574,4043.3,5788.96,6928.18,0.17
2016-09-05,0.57,0.58,0.57,0.57,4268.0,-0.01,-1.72,0.578,0.575,0.573,3330.4,5417.01,6938.36,0.12
2016-09-02,0.57,0.58,0.58,0.57,2339.0,0.0,0.0,0.58,0.575,0.573,5952.94,5453.71,6942.96,0.06
2016-09-01,0.58,0.58,0.58,0.58,3379.0,0.0,0.0,0.578,0.575,0.572,6379.48,5921.91,7081.76,0.09
2016-08-31,0.57,0.58,0.58,0.57,4202.0,0.0,0.0,0.576,0.575,0.571,7387.02,6479.42,7200.51,0.12
2016-08-30,0.58,0.58,0.58,0.58,2464.0,0.0,0.0,0.574,0.575,0.57,7534.62,6684.92,7510.11,0.07
2016-08-29,0.57,0.59,0.58,0.57,17380.7,0.01,1.75,0.572,0.575,0.569,7503.62,8337.52,7839.98,0.48
2016-08-26,0.57,0.58,0.57,0.57,4471.7,0.0,0.0,0.57,0.574,0.568,4954.48,8009.75,7741.09,0.12
2016-08-25,0.57,0.58,0.57,0.56,8416.7,-0.01,-1.72,0.572,0.573,0.567,5464.34,8070.66,8127.03,0.23
2016-08-24,0.58,0.58,0.57,0.57,4940.0,0.0,0.0,0.574,0.572,0.567,5571.82,7652.09,8873.4,0.14
2016-08-23,0.57,0.58,0.57,0.57,2309.0,0.0,0.0,0.576,0.572,0.567,5835.22,8067.39,10040.03,0.06
2016-08-22,0.58,0.58,0.57,0.57,4635.0,-0.01,-1.72,0.578,0.571,0.568,9171.42,8459.71,10177.28,0.13
2016-08-19,0.58,0.58,0.58,0.57,7021.0,0.0,0.0,0.578,0.57,0.569,11065.02,8432.21,10229.88,0.19
2016-08-18,0.58,0.58,0.58,0.57,8954.09,0.0,0.0,0.574,0.568,0.57,10676.98,8241.61,10432.2,0.25
2016-08-17,0.58,0.58,0.58,0.57,6257.0,0.0,0.0,0.57,0.566,0.57,9732.37,7921.6,10522.07,0.17
