date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-10-14,15.04,15.1,15.02,14.9,51598.19,-0.08,-0.53,15.072,14.856,14.923,68439.62,56886.87,72397.19,1.2
2016-10-13,15.11,15.34,15.1,15.06,79526.72,-0.05,-0.33,15.012,14.841,14.93,66295.31,58664.68,74562.32,1.85
2016-10-12,15.0,15.26,15.15,14.96,88481.4,0.08,0.53,14.936,14.84,14.94,57758.18,57223.62,75783.47,2.05
2016-10-11,15.02,15.11,15.07,14.99,62253.4,0.05,0.33,14.836,14.836,14.927,45974.63,54511.93,73009.27,1.45
2016-10-10,14.82,15.05,15.02,14.82,60338.4,0.3,2.04,14.742,14.845,14.918,43700.47,60162.5,71873.65,1.4
2016-09-30,14.72,14.81,14.72,14.71,40876.61,0.0,0.0,14.64,14.889,14.914,45334.11,81090.33,71266.6,0.95
2016-09-29,14.63,14.76,14.72,14.63,36841.08,0.07,0.48,14.67,14.876,14.935,51034.06,80481.48,71564.79,0.86
2016-09-28,14.7,14.7,14.65,14.59,29563.64,0.05,0.34,14.744,14.874,14.959,56689.07,79908.58,73368.22,0.69
2016-09-27,14.5,14.73,14.6,14.45,50882.61,0.09,0.62,14.836,14.869,14.982,63049.23,85495.14,73910.05,1.18
2016-09-26,14.86,14.87,14.51,14.51,68506.62,-0.36,-2.42,14.948,14.928,15.006,76624.52,88522.04,73809.3,1.59
2016-09-23,15.14,15.23,14.87,14.85,69376.36,-0.22,-1.46,15.138,14.99,15.034,116846.54,87907.52,74057.3,1.61
2016-09-22,15.2,15.26,15.09,15.07,65116.1,-0.02,-0.13,15.082,15.019,15.06,109928.9,90459.95,74342.03,1.51
2016-09-21,15.16,15.25,15.11,15.08,61364.47,-0.05,-0.33,15.004,15.04,15.078,103128.1,94343.31,76161.95,1.42
2016-09-20,15.38,15.4,15.16,15.1,118759.06,-0.3,-1.94,14.902,15.017,15.084,107941.05,91506.62,76439.11,2.76
2016-09-19,14.95,16.0,15.46,14.95,269616.72,0.87,5.96,14.908,14.99,15.092,100419.55,83584.8,74182.53,6.26
2016-09-14,14.62,14.74,14.59,14.52,34788.17,-0.11,-0.75,14.842,14.939,15.084,58968.49,61442.87,64288.69,0.81
2016-09-13,14.71,14.75,14.7,14.6,31112.06,0.1,0.69,14.956,14.994,15.117,70991.0,62648.11,66554.06,0.72
2016-09-12,14.95,14.95,14.6,14.51,85429.22,-0.59,-3.88,15.076,15.044,15.152,85558.53,66827.87,71147.97,1.98
2016-09-09,15.15,15.36,15.19,15.1,81151.57,0.06,0.4,15.132,15.094,15.183,75072.19,62324.97,72189.26,1.88
2016-09-08,15.06,15.26,15.13,15.04,62361.45,-0.03,-0.2,15.072,15.084,15.17,66750.06,59096.56,70742.94,1.45
2016-09-07,15.32,15.59,15.16,15.11,94900.72,-0.14,-0.92,15.036,15.077,15.152,63917.24,60207.08,70618.61,2.2
2016-09-06,14.88,15.35,15.3,14.88,103949.71,0.42,2.82,15.032,15.1,15.145,54305.21,58224.1,69014.21,2.41
2016-09-05,14.89,15.01,14.88,14.85,32997.48,-0.01,-0.07,15.012,15.115,15.14,48097.2,57980.59,67871.75,0.77
2016-09-02,14.91,15.05,14.89,14.8,39540.92,-0.06,-0.4,15.056,15.15,15.145,49577.74,61371.59,69047.01,0.92
2016-09-01,15.14,15.21,14.95,14.95,48197.37,-0.19,-1.25,15.096,15.194,15.138,51443.06,64780.26,70303.1,1.12
