date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-10-14,6.6,6.62,6.6,6.58,12011.3,0.0,0.0,6.632,6.607,6.659,11510.29,9517.34,9359.49,0.16
2016-10-13,6.61,6.65,6.6,6.58,13122.3,-0.01,-0.15,6.638,6.614,6.672,10600.39,8874.09,9621.47,0.17
2016-10-12,6.65,6.65,6.61,6.56,10845.48,-0.05,-0.75,6.638,6.624,6.682,8815.93,8200.06,10114.19,0.14
2016-10-11,6.68,6.69,6.66,6.64,12556.73,-0.03,-0.45,6.632,6.631,6.686,7484.63,7710.31,10103.36,0.16
2016-10-10,6.66,6.7,6.69,6.65,9015.64,0.06,0.91,6.614,6.632,6.684,6599.92,7088.38,10200.42,0.12
2016-09-30,6.64,6.65,6.63,6.59,7461.8,0.03,0.46,6.582,6.635,6.682,7524.39,7040.75,11075.9,0.1
2016-09-29,6.63,6.64,6.6,6.59,4200.0,0.02,0.3,6.59,6.643,6.69,7147.79,7630.75,11312.65,0.06
2016-09-28,6.56,6.62,6.58,6.54,4188.99,0.01,0.15,6.61,6.65,6.699,7584.19,8371.85,11882.84,0.05
2016-09-27,6.53,6.58,6.57,6.5,8133.16,0.04,0.61,6.63,6.66,6.706,7936.0,9587.75,12074.94,0.11
2016-09-26,6.68,6.68,6.53,6.53,13638.0,-0.14,-2.1,6.65,6.681,6.713,7576.83,9687.24,12045.29,0.18
2016-09-23,6.7,6.71,6.67,6.65,5578.82,-0.03,-0.45,6.688,6.711,6.721,6557.11,9201.64,12230.71,0.07
2016-09-22,6.73,6.73,6.7,6.69,6382.0,0.02,0.3,6.696,6.729,6.723,8113.71,10368.84,12865.52,0.08
2016-09-21,6.66,6.71,6.68,6.66,5948.0,0.01,0.15,6.69,6.74,6.727,9159.51,12028.31,13346.27,0.08
2016-09-20,6.71,6.74,6.67,6.66,6337.35,-0.05,-0.74,6.69,6.74,6.732,11239.51,12496.4,14443.4,0.08
2016-09-19,6.71,6.75,6.72,6.69,8539.4,0.01,0.15,6.712,6.736,6.745,11797.64,13312.46,15277.21,0.11
2016-09-14,6.63,6.71,6.71,6.62,13361.82,0.04,0.6,6.734,6.728,6.754,11846.16,15111.04,17858.13,0.18
2016-09-13,6.71,6.72,6.67,6.64,11611.0,-0.01,-0.15,6.762,6.737,6.76,12623.97,14994.55,18362.28,0.15
2016-09-12,6.73,6.74,6.68,6.64,16348.0,-0.1,-1.48,6.79,6.748,6.765,14897.11,15393.82,20968.07,0.21
2016-09-09,6.81,6.85,6.78,6.78,9128.0,-0.05,-0.73,6.79,6.752,6.765,13753.28,14562.13,21379.87,0.12
2016-09-08,6.85,6.87,6.83,6.8,8782.0,-0.02,-0.29,6.76,6.745,6.758,14827.28,14403.33,21921.64,0.12
2016-09-07,6.81,6.87,6.85,6.81,17250.85,0.04,0.59,6.722,6.73,6.742,18375.92,15259.78,22278.71,0.23
2016-09-06,6.69,6.81,6.81,6.67,22976.68,0.13,1.95,6.712,6.717,6.731,17365.14,15362.21,22842.17,0.3
2016-09-05,6.63,6.71,6.68,6.6,10628.87,0.05,0.75,6.706,6.714,6.718,15890.53,14664.23,22373.13,0.14
2016-09-02,6.66,6.69,6.63,6.6,14498.01,-0.01,-0.15,6.714,6.723,6.713,15370.98,16390.41,22866.24,0.19
2016-09-01,6.82,6.82,6.64,6.63,26525.2,-0.16,-2.35,6.73,6.753,6.705,13979.38,17241.95,22833.99,0.35
2016-08-31,6.82,6.82,6.8,6.71,12196.93,0.02,0.29,6.738,6.78,6.699,12143.64,20605.22,22325.94,0.16
2016-08-30,6.75,6.84,6.78,6.71,15603.66,0.06,0.89,6.722,6.782,6.682,13359.27,21730.01,22431.89,0.2
2016-08-29,6.73,6.76,6.72,6.7,8031.11,0.01,0.15,6.722,6.781,6.664,13437.92,26542.31,22455.39,0.11
2016-08-26,6.72,6.75,6.71,6.68,7540.0,0.03,0.45,6.732,6.778,6.645,17409.84,28197.6,22646.54,0.1
2016-08-25,6.7,6.71,6.68,6.63,17346.5,-0.04,-0.59,6.776,6.77,6.627,20504.52,29439.96,23430.76,0.23
2016-08-24,6.78,6.82,6.72,6.7,18275.1,-0.06,-0.89,6.822,6.754,6.611,29066.81,29297.64,23677.11,0.24
2016-08-23,6.77,6.85,6.78,6.76,15996.9,0.01,0.15,6.842,6.744,6.592,30100.75,30322.14,24844.92,0.21
2016-08-22,6.9,6.95,6.77,6.76,27890.7,-0.16,-2.31,6.84,6.722,6.577,39646.71,30082.03,25655.37,0.37
2016-08-19,6.93,6.98,6.93,6.86,23013.39,0.02,0.29,6.824,6.702,6.558,38985.37,29342.06,24946.67,0.3
2016-08-18,6.83,7.1,6.91,6.83,60157.96,0.09,1.32,6.764,6.657,6.53,38375.4,28426.03,24612.44,0.79
